movie_id,title,content_type,genre_primary,genre_secondary,release_year,duration_minutes,rating,language,country_of_origin,imdb_rating,production_budget,box_office_revenue,number_of_seasons,number_of_episodes,is_netflix_original,added_to_platform,content_warning
movie_0437,Fire Family,Documentary,Family,,2010,140,R,Hindi,Germany,6.5,3118716.0,2909627.0,,,True,8/21/2021,False
movie_0438,Dark Ice,Movie,Music,Sci-Fi,1990,92,TV-Y,Mandarin,Japan,7.4,,,,,False,2/9/2025,False
movie_0439,Adventure Crown,Movie,Romance,,2022,58,TV-MA,German,UK,4.2,,,13.0,,False,12/7/2021,False
movie_0440,Lost Heart,Movie,Romance,Adventure,2004,138,PG,English,Japan,,7333267.0,,,,True,8/9/2023,False
movie_0441,Storm Tale,Movie,Sci-Fi,,2009,155,NC-17,Hindi,UK,6.6,,13545474.0,,132.0,False,10/8/2024,False
movie_0442,Family Princess,Limited Series,Drama,Western,2024,192,TV-Y7,Hindi,South Korea,,,,,,True,3/5/2021,False
movie_0443,Eternal Crown,Stand-up Comedy,Sport,,2023,39,R,Korean,USA,5.0,,,,,False,7/26/2025,False
movie_0444,Storm Mission,Movie,Horror,,2003,175,TV-Y,Spanish,USA,8.4,3365304.0,,,,False,7/8/2022,False
movie_0445,Dragon Empire,Documentary,Western,Western,1999,59,TV-G,Japanese,USA,10.0,,8623691.0,,30.0,False,1/28/2022,False
movie_0446,Fire Shadow,Documentary,Thriller,,2002,89,R,Hindi,Spain,,,,,,True,11/10/2022,False
movie_0447,Adventure World,Stand-up Comedy,War,,2012,102,PG-13,English,USA,7.6,193296.0,11799468.0,11.0,,True,4/22/2023,False
movie_0448,Bright Heart,Movie,Animation,,2005,166,NC-17,Spanish,Germany,1.1,,,10.0,111.0,False,4/10/2023,False
movie_0449,Adventure Warrior,Movie,War,,2001,128,G,English,Japan,7.5,,,,,True,10/10/2021,False
movie_0450,Storm Heart,TV Series,Action,,2023,58,G,English,USA,2.9,2229744.0,,,,False,12/12/2021,False
movie_0451,Dragon Legend,Limited Series,History,,2005,7,TV-MA,English,Germany,5.3,,,,,False,5/23/2023,False
movie_0452,Warrior Saga,Documentary,War,,2024,110,TV-MA,English,Japan,3.9,387778.0,,,,True,2/18/2022,False
movie_0453,Journey Shadow,TV Series,Romance,History,2007,86,TV-MA,English,USA,5.9,,,,,False,3/18/2024,False
movie_0454,Family Princess,Movie,Documentary,,2024,23,TV-PG,Mandarin,USA,7.8,,,8.0,,True,6/29/2025,True
movie_0455,Night Family,Documentary,Animation,,2010,94,R,Japanese,USA,2.9,,,,,False,2/3/2021,False
movie_0456,Bright Mission,Limited Series,Adventure,,2017,77,TV-PG,Spanish,USA,5.6,,1924974.0,,,False,3/7/2021,False
movie_0457,Night World,Movie,Drama,,1998,190,G,English,USA,5.3,,,,,False,3/19/2024,False
movie_0458,Golden War,Documentary,Thriller,,1996,266,PG,English,France,,3877990.0,27020895.0,,,False,2/22/2021,False
movie_0459,Adventure Voyage,Movie,History,Thriller,2011,152,TV-MA,German,USA,7.1,1207270.0,,,,False,3/13/2024,True
movie_0460,City Dream,TV Series,Mystery,,2017,73,G,French,USA,4.1,538130.0,,,,True,6/14/2023,False
movie_0461,Wild Kingdom,TV Series,Documentary,,2006,82,TV-Y,Japanese,USA,5.4,3405116.0,,,,True,4/11/2023,True
movie_0462,Family Princess,Documentary,Fantasy,,1991,38,TV-PG,German,USA,9.1,,,,56.0,True,1/12/2024,True
movie_0463,City Story,Stand-up Comedy,Thriller,,1990,45,TV-14,Spanish,India,7.6,7216332.0,110614528.0,2.0,,False,6/23/2025,False
movie_0464,Adventure Legend,TV Series,Sport,,1990,70,TV-14,Japanese,USA,4.6,9580472.0,,,,False,8/21/2021,True
movie_0465,Family Kingdom,Movie,History,,1986,64,R,Mandarin,USA,5.8,,,,138.0,False,9/4/2021,False
movie_0466,Adventure Shadow,Movie,Action,,2007,21,R,French,France,5.8,4230801.0,13808011.0,,,False,6/25/2024,False
movie_0467,City Dream,Movie,Biography,,2019,192,PG,Korean,Spain,5.3,3052736.0,,,,False,4/4/2021,False
movie_0468,Family Story,Movie,Animation,,2006,210,TV-PG,English,South Korea,3.2,3659289.0,,,,True,2/22/2023,False
movie_0469,Our Princess,Movie,Comedy,Documentary,1980,188,TV-Y,English,South Korea,,3230729.0,,,,True,6/24/2023,True
movie_0470,Journey Ice,TV Series,History,History,2004,215,PG-13,English,Spain,8.8,,48281790.0,,,False,12/16/2022,False
movie_0471,Dark Night,Movie,Crime,,2004,317,R,German,France,5.6,,7368860.0,,,False,8/31/2023,False
movie_0472,Royal War,Movie,Romance,,2024,39,TV-MA,French,India,,,,7.0,41.0,False,7/27/2021,False
movie_0473,Fire Family,Documentary,Adventure,,1989,308,R,English,USA,6.5,,,,,True,5/2/2022,False
movie_0474,Secret Family,Movie,Action,Action,2002,57,NC-17,Korean,South Korea,10.0,,,,,False,1/10/2021,True
movie_0475,Royal Legend,TV Series,Sci-Fi,,2024,122,G,English,Germany,,,4051049.0,,,True,10/21/2025,False
movie_0476,Fire Legend,Limited Series,Music,War,2011,16,TV-G,English,Spain,8.3,,,,,False,2/27/2025,False
movie_0477,Golden Adventure,TV Series,War,,2012,51,TV-Y,Hindi,Japan,,,,,,True,4/9/2022,True
movie_0478,Eternal Heart,Movie,Thriller,,2007,155,PG-13,English,South Korea,5.8,,,6.0,,True,3/8/2021,False
movie_0479,Night Heart,Movie,History,,2010,127,G,English,USA,6.3,6830651.0,,,97.0,False,5/9/2022,True
movie_0480,Secret Adventure,TV Series,Thriller,Adventure,2015,56,TV-Y7,English,France,4.9,1794391.0,,1.0,64.0,False,10/11/2025,False
movie_0481,Our Night,TV Series,Mystery,,1997,82,TV-Y,English,USA,5.9,1333297.0,,8.0,,False,1/20/2025,False
movie_0482,Hidden Mission,Movie,Action,,2016,47,NC-17,French,France,,,,7.0,,True,4/17/2024,False
movie_0483,Royal Kingdom,TV Series,War,Sport,1990,155,TV-PG,Mandarin,UK,,3338789.0,,,115.0,False,8/12/2025,False
movie_0484,Golden Legend,TV Series,Sport,,2010,200,TV-PG,Japanese,USA,6.3,,,6.0,102.0,False,11/19/2021,False
movie_0485,Royal Legend,Movie,War,,2008,39,G,Japanese,USA,7.6,,,,,False,9/6/2023,False
movie_0486,House Adventure,TV Series,Mystery,War,1999,76,TV-14,English,USA,4.8,,5355604.0,,68.0,True,12/19/2024,False
movie_0487,Journey War,Movie,Horror,Sci-Fi,2006,21,NC-17,Japanese,France,8.3,2500114.0,3834347.0,3.0,73.0,False,2/4/2021,False
movie_0488,Our Mission,Movie,Sci-Fi,,1999,92,PG,English,UK,,,,,31.0,False,3/5/2023,True
movie_0489,Fire Kingdom,Limited Series,Sci-Fi,Western,1994,113,TV-PG,English,UK,6.0,854800.0,164059569.0,,,False,10/11/2022,False
movie_0490,Big Kingdom,Movie,Mystery,,2002,98,TV-G,Spanish,USA,2.6,,777107.0,,,False,11/19/2021,False
movie_0491,Lost Shadow,TV Series,History,,1993,107,R,English,South Korea,,,,,,False,2/13/2022,False
movie_0492,Lost Dream,Movie,Biography,,2010,70,G,English,UK,6.9,,18281678.0,,,True,11/2/2025,False
movie_0493,Lost Dream,Movie,Comedy,,1993,71,NC-17,English,USA,9.4,,66839698.0,,131.0,True,7/22/2023,False
movie_0494,Golden Legend,Limited Series,Horror,History,2014,68,TV-PG,Spanish,USA,7.3,,32902329.0,,,True,5/29/2021,False
movie_0495,City Voyage,Movie,Documentary,,1993,50,TV-Y,English,Japan,8.3,,121637160.0,8.0,,False,5/30/2024,True
movie_0496,Big Kingdom,Movie,Family,Action,2000,55,R,English,USA,4.1,3600577.0,,,,True,12/15/2023,False
movie_0497,Warrior Adventure,Limited Series,Family,,1999,110,TV-G,Spanish,USA,6.0,1230257.0,,1.0,,True,12/18/2022,True
movie_0498,Adventure Heart,Documentary,Romance,Action,2021,192,R,English,USA,8.5,3848277.0,,,,False,12/26/2022,False
movie_0499,Adventure House,Documentary,Action,Animation,2010,33,PG,Hindi,USA,4.7,,,,,True,9/8/2023,False
movie_0500,Secret Ice,Movie,Thriller,War,2004,71,TV-G,English,USA,8.0,,,2.0,,False,8/23/2025,False
movie_0501,Eternal Crown,Movie,Action,Adventure,2012,26,PG-13,French,USA,7.6,,40662807.0,8.0,110.0,False,10/18/2024,False
movie_0502,Lost Saga,Documentary,Music,,1982,51,TV-Y,Mandarin,South Korea,,,,,179.0,False,1/1/2023,False
movie_0503,Fire Story,Movie,Documentary,,2006,58,TV-14,Japanese,Japan,5.7,,,,,False,3/26/2022,False
movie_0504,Hidden Ice,Movie,Western,War,2024,87,TV-PG,French,USA,4.5,1609214.0,,,,False,7/18/2021,True
movie_0505,Bright Ice,Documentary,Crime,,2008,85,PG,English,France,,1350177.0,,1.0,,False,12/24/2021,True
movie_0506,City Voyage,Movie,Romance,,2007,75,TV-MA,French,Japan,7.4,,21561078.0,,46.0,False,9/8/2021,False
movie_0507,City Legend,Movie,History,Romance,2012,103,G,Hindi,USA,6.9,,,4.0,144.0,False,1/10/2025,False
movie_0508,Adventure Tale,Movie,Western,Sci-Fi,2016,36,TV-MA,French,USA,5.5,,,,,True,11/17/2023,True
movie_0509,Night War,TV Series,Western,,1983,88,PG-13,Hindi,USA,6.3,3319206.0,,,,False,3/9/2021,False
movie_0510,Dragon Family,TV Series,Animation,Action,1987,129,TV-Y7,Japanese,France,6.6,,6824947.0,,,False,8/18/2025,False
movie_0511,Storm Warrior,Limited Series,Western,,2008,35,PG,Japanese,Japan,7.0,,,,,False,10/2/2021,False
movie_0512,Wild Tale,Movie,Romance,Crime,1998,13,TV-Y,English,USA,7.6,,,,,False,3/23/2024,True
movie_0513,Hidden Warrior,Movie,Mystery,,2021,154,TV-Y,French,Japan,4.9,4765874.0,43332940.0,10.0,,False,1/23/2021,False
movie_0514,Storm Legend,TV Series,Western,Mystery,2002,27,PG,Spanish,India,3.6,,,,,False,12/11/2023,True
movie_0515,Lost House,Movie,Adventure,,1984,49,TV-Y7,Korean,USA,6.4,,,12.0,106.0,False,10/11/2023,False
movie_0516,Journey Princess,TV Series,Fantasy,,1992,127,PG-13,English,Japan,3.1,,19519387.0,11.0,,True,7/17/2025,False
movie_0517,Bright Legend,Stand-up Comedy,History,,1975,34,TV-Y7,Japanese,Japan,5.7,,,,,False,1/1/2024,False
movie_0518,Storm Crown,TV Series,Horror,,2003,147,TV-Y7,French,UK,5.3,,2379603.0,,,True,6/12/2023,True
movie_0519,Wild Legend,Movie,Sci-Fi,Drama,2004,43,NC-17,Hindi,UK,7.2,,,,,False,8/28/2023,True
movie_0520,Family Tale,Stand-up Comedy,War,,2001,38,TV-Y7,English,UK,,,16855328.0,,109.0,False,3/1/2024,False
movie_0521,Dark Tale,Movie,History,Action,2018,27,NC-17,English,USA,2.8,,28291014.0,,,False,1/27/2023,False
movie_0522,Family Night,Stand-up Comedy,Adventure,,2020,43,TV-PG,English,USA,10.0,2170092.0,,3.0,,False,7/26/2024,True
movie_0523,Dark Princess,TV Series,Crime,Documentary,2004,115,PG-13,English,South Korea,5.8,3246450.0,,,172.0,False,8/24/2023,True
movie_0524,City Heart,TV Series,Drama,,1982,49,NC-17,Mandarin,USA,6.9,,21226345.0,,,False,11/4/2025,False
movie_0525,Silent Family,Stand-up Comedy,Comedy,,2013,154,TV-Y7,English,India,3.7,6894794.0,,12.0,180.0,True,12/20/2021,True
movie_0526,Adventure Night,TV Series,Music,,2012,78,TV-PG,Japanese,USA,,8818945.0,,,,False,8/23/2024,False
movie_0527,Adventure World,TV Series,Biography,Family,2010,83,G,English,Japan,6.3,,,,,True,2/16/2025,False
movie_0528,Storm World,Movie,Animation,Drama,2017,37,R,English,Japan,6.2,,,,153.0,True,8/3/2024,False
movie_0529,Family Crown,Documentary,Drama,,1993,170,TV-G,Mandarin,USA,2.8,2273131.0,,,,False,11/25/2025,False
movie_0530,Family Legend,TV Series,Sport,,2024,130,TV-G,English,South Korea,6.4,9678113.0,,,,False,3/4/2023,False
movie_0531,Bright Shadow,Movie,Mystery,Family,1995,127,TV-14,English,USA,7.8,,,,,False,9/14/2023,True
movie_0532,Our Shadow,Documentary,Sport,,2015,66,TV-G,English,Japan,5.8,,,,,True,10/8/2021,False
movie_0533,Bright Night,Documentary,Drama,Mystery,1987,23,TV-G,Mandarin,France,8.4,,68268855.0,,121.0,False,11/15/2022,True
movie_0534,Royal Dream,Movie,Sport,,1995,86,TV-Y7,Mandarin,Germany,8.3,,41796653.0,,,True,10/19/2021,False
movie_0535,Big Legend,Movie,Sport,,2023,111,R,English,France,5.1,1633108.0,,,,True,12/16/2024,True
movie_0536,Silent Mission,TV Series,Horror,,2003,112,PG-13,Korean,India,9.2,,18615480.0,12.0,181.0,True,11/28/2024,False
movie_0537,Bright Ice,Movie,Comedy,,2016,102,TV-Y7,English,Germany,6.4,5392450.0,,,,False,12/19/2021,True
movie_0538,Journey Princess,Movie,Music,Documentary,2009,99,TV-MA,Japanese,USA,6.4,,,,68.0,False,1/5/2025,False
movie_0539,Dark Princess,TV Series,Crime,,2005,42,PG,English,Germany,6.4,6417789.0,,,43.0,True,8/9/2022,False
movie_0540,Family Tale,Movie,War,,2022,44,G,German,Spain,,1145305.0,,,,True,8/24/2024,True
movie_0541,Royal World,Movie,Fantasy,,2003,27,NC-17,Hindi,USA,,2602757.0,,,,False,9/12/2025,False
movie_0542,Secret Kingdom,Documentary,Biography,,1986,156,PG,English,France,5.9,,,,,False,2/22/2025,True
movie_0543,Warrior Tale,Movie,Action,,1997,258,PG,English,USA,,1922743.0,70590838.0,,,True,12/6/2021,False
movie_0544,Eternal World,Stand-up Comedy,History,Documentary,2012,425,TV-Y,English,France,9.2,4336396.0,11085632.0,4.0,133.0,False,11/25/2021,False
movie_0545,Silent Princess,Limited Series,Documentary,Sci-Fi,2011,91,TV-Y,English,USA,9.1,4267578.0,,,,False,7/24/2021,False
movie_0546,Adventure Adventure,TV Series,Horror,,1988,99,G,English,UK,7.8,,,,89.0,False,3/17/2025,False
movie_0547,Hidden Night,Stand-up Comedy,Music,,1998,69,R,English,USA,,,,9.0,49.0,True,9/25/2023,False
movie_0548,Big Warrior,Limited Series,Comedy,,1999,90,TV-14,Mandarin,France,4.4,,,8.0,6.0,False,10/12/2021,False
movie_0549,Hidden Crown,Movie,Romance,Biography,2002,34,PG,English,USA,5.1,,66349941.0,,71.0,False,12/9/2023,False
movie_0550,Dragon Adventure,Documentary,Adventure,Family,1990,67,TV-G,Spanish,UK,9.8,,,,,False,8/26/2023,False
movie_0551,Journey War,Movie,War,History,1999,38,TV-MA,English,Japan,5.0,,,,,False,12/26/2023,False
movie_0552,Royal Princess,Documentary,Thriller,,1998,61,PG-13,Japanese,France,2.0,1492045.0,,3.0,,False,3/4/2024,False
movie_0553,House Princess,TV Series,Sci-Fi,,2015,41,PG,English,USA,8.1,,,,,False,10/28/2021,True
movie_0554,City Saga,Movie,Biography,,2015,111,TV-Y7,Hindi,USA,9.0,,,6.0,29.0,False,12/8/2022,False
movie_0555,Royal Legend,Movie,Horror,,2004,122,R,English,USA,,1020942.0,1878806.0,11.0,,True,8/9/2024,True
movie_0556,Golden Empire,Stand-up Comedy,Documentary,,2002,97,NC-17,English,Spain,8.1,,,,,False,7/18/2025,False
movie_0557,Warrior Legend,Movie,Documentary,,2008,44,TV-MA,French,USA,8.4,2635085.0,4674776.0,,,False,3/19/2022,False
movie_0558,Warrior War,Movie,Romance,Thriller,1997,25,TV-PG,French,UK,6.4,,749295.0,,,False,11/9/2023,False
movie_0559,Secret Kingdom,Movie,Sport,,1993,123,TV-MA,French,USA,2.5,,,,6.0,False,9/27/2025,True
movie_0560,Dark War,TV Series,Romance,Crime,1995,77,PG-13,English,UK,6.3,,7419441.0,4.0,,True,1/3/2024,True
movie_0561,Dragon Warrior,Limited Series,Romance,,1999,12,TV-14,English,USA,7.4,43833433.0,57512637.0,,,False,2/21/2022,False
movie_0562,City Empire,Documentary,Biography,,1993,86,TV-Y,Spanish,Japan,6.0,,,2.0,64.0,False,12/2/2023,False
movie_0563,Hidden Tale,TV Series,Horror,Documentary,2008,99,TV-Y,Korean,USA,5.9,,,,,False,6/12/2023,False
movie_0564,Hidden Dream,Movie,Action,,2014,17,PG-13,Korean,USA,4.5,3091138.0,,6.0,,False,11/3/2023,False
movie_0565,Lost Dream,Movie,Horror,,1988,113,PG-13,English,USA,,,,,,True,4/14/2021,True
movie_0566,Night Dream,TV Series,Family,,2006,20,PG-13,English,USA,9.6,,18359638.0,,,True,1/6/2022,False
movie_0567,Eternal Crown,Limited Series,Horror,,2003,40,TV-Y7,Hindi,Japan,9.7,,,1.0,,False,12/10/2025,False
movie_0568,Golden Warrior,Documentary,Adventure,,2010,20,TV-Y7,French,India,6.3,,,,,False,2/22/2024,True
movie_0569,Dark Night,Movie,War,,2006,37,TV-14,English,Japan,6.8,2027847.0,,,,False,4/17/2023,False
movie_0570,Bright Ice,TV Series,Action,Crime,1989,25,TV-G,Hindi,Spain,,1743561.0,,,,False,2/23/2022,True
movie_0571,Wild House,TV Series,Horror,Family,1992,155,TV-14,Japanese,Japan,7.4,1824056.0,21548747.0,,38.0,False,8/15/2021,False
movie_0572,Royal Tale,TV Series,Thriller,,2006,64,G,English,USA,9.5,17764357.0,7454329.0,,,False,2/21/2023,True
movie_0573,Big War,TV Series,Family,Fantasy,2018,53,TV-PG,English,USA,3.5,,,,,False,9/23/2023,False
movie_0574,Adventure Crown,Documentary,Family,Biography,1981,165,TV-Y7,French,USA,7.1,,11590655.0,11.0,,False,11/24/2021,False
movie_0575,Dark Tale,TV Series,Fantasy,,2010,159,TV-14,English,USA,7.2,,,,,False,1/1/2025,True
movie_0576,Night Ice,Stand-up Comedy,Sci-Fi,,2020,57,PG,Japanese,Germany,7.2,,,7.0,,False,2/22/2023,False
movie_0577,Family Story,TV Series,War,,2004,95,G,French,UK,9.2,,,,,False,4/12/2021,False
movie_0578,House Kingdom,Movie,Biography,,2012,47,TV-PG,English,France,10.0,1333248.0,,,168.0,False,4/22/2025,False
movie_0579,Fire Tale,Movie,Documentary,,1998,71,TV-PG,Hindi,Japan,5.8,,46788818.0,14.0,89.0,True,9/9/2022,True
movie_0580,Night House,TV Series,Thriller,Fantasy,2005,30,G,English,USA,7.5,,,7.0,,False,11/12/2022,False
movie_0581,Lost War,TV Series,Crime,,1988,105,TV-Y7,English,France,6.4,2109622.0,,6.0,,False,12/30/2021,True
movie_0582,Hidden Ice,TV Series,Thriller,Horror,1979,169,R,French,USA,5.1,,,14.0,,False,1/14/2025,False
movie_0583,Adventure Family,Documentary,Sport,Music,2017,150,R,Korean,USA,6.8,,,,,True,1/29/2025,False
movie_0584,Dragon Night,Movie,Documentary,,1995,80,TV-Y,English,USA,7.5,3204861.0,53824437.0,8.0,,False,3/19/2022,True
movie_0585,Secret Story,Documentary,Comedy,,2001,11,NC-17,Korean,USA,6.7,,,,,True,8/24/2024,False
movie_0586,Golden Heart,Documentary,Action,Romance,1990,46,TV-Y,Hindi,UK,4.7,,88272061.0,,,False,4/6/2023,False
movie_0587,Night Princess,Movie,Western,Western,1990,71,TV-MA,German,USA,5.4,,464556.0,,,False,11/1/2021,True
movie_0588,Dragon House,Movie,Drama,,2004,22,PG,German,USA,5.4,,,6.0,109.0,False,12/23/2024,False
movie_0589,House Mission,Movie,Biography,,1998,18,TV-PG,English,Germany,4.7,,,,68.0,False,6/1/2021,True
movie_0590,City Legend,Movie,Animation,,2010,201,TV-G,English,India,6.8,,,,,False,5/15/2025,True
movie_0591,Golden Story,Documentary,Romance,,2011,138,TV-Y,Japanese,Japan,7.0,,,,,False,2/16/2021,False
movie_0592,Dark Adventure,Limited Series,Documentary,,2010,111,PG-13,English,Japan,8.0,,,13.0,,False,8/13/2022,False
movie_0593,Family Legend,TV Series,Western,Horror,2009,127,TV-Y,German,South Korea,4.7,,,,,False,2/18/2022,False
movie_0594,Our Heart,Movie,Romance,,2024,26,TV-MA,English,USA,5.2,1271358.0,65578130.0,,,False,3/6/2022,False
movie_0595,Lost Legend,Documentary,Drama,,1994,36,TV-14,English,USA,9.1,,,,129.0,False,5/27/2023,False
movie_0596,Family Legend,Documentary,Action,Sport,2005,91,NC-17,English,USA,6.0,,2059646.0,,,True,10/3/2024,False
movie_0597,Our Shadow,Movie,Action,,2019,96,NC-17,English,USA,6.3,5302871.0,,,156.0,False,12/31/2022,False
movie_0598,Adventure Heart,Limited Series,Music,Biography,2020,21,PG-13,English,India,6.0,,,,,False,7/31/2023,False
movie_0599,Dark World,Movie,Sport,,1990,86,PG-13,Korean,UK,8.3,14371725.0,,,92.0,True,11/8/2025,True
movie_0600,Eternal Heart,Movie,Biography,,2002,72,TV-MA,Japanese,India,8.4,2211630.0,114622920.0,,,True,6/28/2023,False
movie_0601,Wild War,Movie,Sci-Fi,Sport,2021,146,TV-PG,English,UK,8.3,,,10.0,,False,12/16/2024,True
movie_0602,Secret Crown,Movie,Documentary,Sci-Fi,2012,97,TV-Y7,English,France,6.3,1398260.0,6324558.0,,,False,12/4/2022,False
movie_0603,Silent Saga,Limited Series,Crime,Fantasy,2008,217,NC-17,German,UK,4.7,,4707573.0,6.0,,False,5/23/2021,False
movie_0604,Adventure Shadow,TV Series,Fantasy,,2004,57,TV-14,English,France,9.8,,,,,False,4/12/2022,False
movie_0605,House World,Movie,History,,2002,28,TV-14,Japanese,Japan,7.8,4724037.0,,,,False,10/18/2021,False
movie_0606,Golden Voyage,TV Series,Biography,,2009,213,TV-Y7,Japanese,USA,5.4,38704481.0,,,,False,7/14/2025,False
movie_0607,Journey Saga,Movie,Animation,Romance,2003,100,TV-PG,Japanese,Japan,8.8,,,,140.0,True,2/18/2021,False
movie_0608,Storm Family,Movie,Adventure,,2006,73,G,Spanish,USA,5.3,5163075.0,,10.0,124.0,False,2/9/2025,False
movie_0609,Adventure Crown,Movie,Sport,,2007,37,TV-14,Korean,Japan,8.8,,,3.0,165.0,False,9/10/2021,True
movie_0610,Eternal Adventure,Documentary,Romance,Romance,1998,58,G,Mandarin,USA,8.9,,,,123.0,False,10/2/2021,False
movie_0611,Silent Kingdom,Movie,Music,Action,2012,55,TV-G,Spanish,Japan,4.6,,,14.0,,True,8/25/2023,False
movie_0612,Secret Dream,Documentary,Crime,,2024,27,TV-Y,English,USA,7.3,,126089332.0,2.0,,False,5/28/2021,False
movie_0613,Family World,Movie,Crime,Romance,1986,7,R,English,USA,7.7,,,,,False,5/21/2021,False
movie_0614,Fire World,Documentary,Crime,Drama,2010,54,TV-14,English,Japan,10.0,798227.0,,,,False,11/16/2024,True
movie_0615,Our Legend,Limited Series,Mystery,Animation,1997,129,TV-PG,English,USA,4.9,,5651438.0,1.0,,False,4/20/2021,True
movie_0616,Hidden Crown,Movie,Music,Mystery,2013,179,TV-PG,Japanese,India,8.9,,4081856.0,,105.0,False,12/26/2023,False
movie_0617,Secret Crown,Movie,Sci-Fi,,2007,150,PG,English,USA,6.3,,3462523.0,,,False,8/4/2021,True
movie_0618,Silent House,Stand-up Comedy,Sport,Music,2015,156,G,English,USA,4.0,11358591.0,,,,False,6/6/2021,False
movie_0619,Dragon Family,TV Series,Comedy,,2019,30,TV-14,English,USA,6.1,5746205.0,,7.0,180.0,True,5/6/2024,False
movie_0620,House Legend,Documentary,Horror,History,2008,92,NC-17,Korean,South Korea,6.3,,,,178.0,False,12/17/2022,False
movie_0621,Adventure Voyage,Movie,Sport,,2019,112,R,French,France,4.4,6844144.0,,,,False,2/5/2021,True
movie_0622,Secret War,Movie,History,,1979,117,TV-G,Mandarin,USA,6.8,,,4.0,,False,5/28/2024,True
movie_0623,Wild World,TV Series,Family,,2024,72,PG,English,USA,8.0,,13993975.0,,,False,11/5/2025,False
movie_0624,Hidden War,Limited Series,War,,2010,84,NC-17,English,UK,,,,,197.0,False,10/21/2023,False
movie_0625,Big World,Movie,Mystery,Action,2018,147,TV-MA,Mandarin,Spain,5.3,,,,159.0,False,11/26/2022,False
movie_0626,City Adventure,Documentary,Mystery,,1992,109,TV-Y,French,USA,,4756480.0,26909436.0,2.0,,False,3/20/2025,False
movie_0627,Storm Voyage,Documentary,War,,1997,124,TV-Y7,Japanese,USA,,,19747796.0,,,True,9/7/2022,False
movie_0628,Silent Warrior,Movie,Fantasy,Comedy,2008,52,PG,Japanese,USA,6.7,,26738836.0,,103.0,False,1/24/2024,False
movie_0629,Warrior Kingdom,Movie,Horror,Western,2006,119,R,English,USA,8.3,4108554.0,,6.0,94.0,True,5/17/2023,False
movie_0630,Adventure Voyage,Movie,Sport,,2009,83,TV-Y7,Spanish,UK,6.8,,,1.0,,False,8/18/2024,False
movie_0631,City Story,TV Series,Sport,,2018,137,G,Korean,India,,,5005831.0,,,False,8/4/2023,False
movie_0632,Family Tale,Documentary,Drama,Horror,1986,42,TV-MA,Japanese,India,5.3,4807335.0,56789384.0,9.0,,False,5/30/2023,False
movie_0633,City Legend,TV Series,Family,Documentary,2017,130,TV-PG,Japanese,South Korea,6.6,,23150167.0,,,True,2/6/2023,False
movie_0634,Storm Night,Movie,Sport,,2006,58,G,English,USA,,648178.0,,,,False,6/24/2022,False
movie_0635,Royal Warrior,Documentary,Sci-Fi,Western,2004,130,R,English,India,8.6,,,13.0,,False,6/7/2023,True
movie_0636,Night Family,TV Series,War,,1989,93,TV-G,French,USA,,,,,112.0,False,4/21/2021,False
movie_0637,Royal Dream,TV Series,Biography,,2012,79,TV-Y,Japanese,USA,6.5,,,,,False,9/13/2022,False
movie_0638,Bright Shadow,TV Series,Family,Thriller,1978,61,TV-PG,English,UK,7.7,,3742941.0,14.0,146.0,False,5/20/2021,False
movie_0639,Silent Voyage,Movie,Drama,,2013,73,TV-PG,English,USA,3.6,852497.0,,,,False,8/11/2022,False
movie_0640,Dragon Saga,Documentary,Mystery,Action,1989,54,PG,Hindi,South Korea,7.0,,,,,True,10/4/2022,False
movie_0641,Bright Crown,Movie,Thriller,History,2007,60,TV-MA,English,India,4.3,14543030.0,,,,True,2/19/2021,False
movie_0642,Night Voyage,Movie,Sport,Animation,2005,107,TV-Y,English,South Korea,6.2,,,,,False,6/25/2022,True
movie_0643,Night Warrior,Movie,Animation,,2019,15,TV-PG,Korean,South Korea,10.0,490716.0,3985149.0,,,False,5/11/2024,False
movie_0644,Wild Empire,TV Series,History,,2004,129,PG-13,German,USA,6.8,1700356.0,,,199.0,True,11/6/2025,True
movie_0645,Fire Heart,TV Series,Music,,1998,130,TV-MA,Korean,USA,4.7,1109943.0,,,127.0,True,2/1/2024,False
movie_0646,City Tale,Movie,Animation,,2000,62,G,Spanish,South Korea,7.0,6739341.0,259233812.0,1.0,,False,7/23/2024,False
movie_0647,Family Legend,Limited Series,Mystery,,2021,86,TV-G,English,France,5.3,6036450.0,,,,True,5/5/2024,False
movie_0648,Royal Ice,Limited Series,Comedy,,2012,33,TV-PG,Hindi,Germany,4.5,268904.0,4279732.0,,89.0,False,9/20/2025,False
movie_0649,City Dream,Movie,Horror,,2002,102,TV-Y7,Hindi,USA,10.0,,46372467.0,,,False,9/14/2025,False
movie_0650,Adventure Legend,Documentary,Documentary,,2003,37,TV-Y,Japanese,USA,8.2,,,11.0,,False,7/28/2021,False
movie_0651,Bright Night,Movie,History,,1988,2,TV-Y,Korean,USA,6.9,4629577.0,,,,False,5/14/2023,True
movie_0652,Dark Saga,Stand-up Comedy,Family,,2010,175,G,English,UK,5.6,,,,,True,7/15/2025,True
movie_0653,Golden Dream,Movie,Animation,,1986,30,TV-Y7,English,South Korea,5.7,,,,,True,5/29/2025,False
movie_0654,City Empire,Movie,Animation,,2015,72,G,English,India,,,11802490.0,1.0,,True,9/3/2023,False
